Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
26.3083149999984,40.006554999999935,13.698240000001533,core 3 cpu_idle,0.20366543232002282
40.006554999999935,40.00656499999968,9.999999747378752e-06,core 3 cpu_frequency,3.9336479006276925e-06
40.00656499999968,51.02414099999805,11.017575999998371,core 3 cpu_idle,0.1638093199679758
51.02414099999805,51.03856299999825,0.014422000000195112,core 3 cpu_frequency,0.0056731071456767495
51.03856299999825,56.41447999999946,5.375917000001209,core 3 cpu_idle,0.07992913395601799
56.41447999999946,56.417710999998235,0.0032309999987774063,core 3 cpu_frequency,0.0012709616683190745
56.417710999998235,61.137950000000274,4.720239000002039,core 3 cpu_idle,0.07018051345203032
61.137950000000274,61.138003000000026,5.2999999752501026e-05,core 3 cpu_frequency,2.0848334302642613e-05
61.138003000000026,61.4359489999988,0.2979459999987739,core 3 cpu_idle,0.004429861127981771
61.4359489999988,61.43609199999992,0.0001430000011168886,core 3 cpu_frequency,5.6251166839344654e-05
61.43609199999992,61.6499049999984,0.21381299999848125,core 3 cpu_idle,0.0031789716839774195
61.6499049999984,61.6533500000005,0.0034450000021024607,core 3 cpu_frequency,0.0013551417368270339
61.6533500000005,71.26399999999921,9.610649999998714,core 3 cpu_idle,0.1428911441999809
0.0,8.27057699999932,8.27057699999932,core 4 cpu_idle start,0.12296693883598991
8.27057699999932,8.426434999997582,0.15585799999826122,core 4 cpu_frequency,0.06130905099771602
8.426434999997582,25.64417599999797,17.217741000000387,core 4 cpu_idle,0.2559933731880058
25.64417599999797,25.645559999997204,0.00138399999923422,core 4 cpu_frequency,0.000544416882898769
25.645559999997204,26.308216999997967,0.6626570000007632,core 4 cpu_idle,0.009852384276011348
26.308216999997967,26.990112999999837,0.6818960000018706,core 4 cpu_frequency,0.2682338836615358
26.990112999999837,40.00655999999799,13.016446999998152,core 4 cpu_idle,0.19352853399597253
40.00655999999799,40.009469999997236,0.002909999999246793,core 4 cpu_frequency,0.0011446915677037147
40.009469999997236,51.02414800000042,11.014678000003187,core 4 cpu_idle,0.1637662325040474
51.02414800000042,51.10143799999787,0.07728999999744701,core 4 cpu_frequency,0.030403165390995742
51.10143799999787,56.41448499999751,5.313046999999642,core 4 cpu_idle,0.07899438279599469
56.41448499999751,57.16345699999874,0.7489720000012312,core 4 cpu_frequency,0.2946192209860843
57.16345699999874,61.13795499999833,3.974497999999585,core 4 cpu_idle,0.05909283626399383
61.13795499999833,61.30759299999772,0.1696379999993951,core 4 cpu_frequency,0.06672961794216205
61.30759299999772,61.43595400000049,0.1283610000027693,core 4 cpu_idle,0.001908471348041174
61.43595400000049,61.574022999997396,0.13806899999690359,core 4 cpu_frequency,0.05431148456998197
61.574022999997396,61.64991299999747,0.07589000000007218,core 4 cpu_idle,0.0011283325200010731
61.64991299999747,61.99020599999858,0.34029300000111107,core 4 cpu_frequency,0.13385928788683704
61.99020599999858,71.26399999999921,9.273794000000635,core 4 cpu_idle,0.13788276919200945
0.0,8.270586999999068,8.270586999999068,core 5 cpu_idle start,0.12296708751598616
8.270586999999068,8.408702999997331,0.13811599999826285,core 5 cpu_frequency,0.05432997271611666
8.408702999997331,25.644180999999662,17.23547800000233,core 5 cpu_idle,0.2562570869040347
25.644180999999662,25.644704999998794,0.0005239999991317745,core 5 cpu_frequency,0.00020612315485847064
25.644704999998794,26.308225999997376,0.6635209999985818,core 5 cpu_idle,0.009865230227978916
26.308225999997376,26.977437999998074,0.669212000000698,core 5 cpu_frequency,0.26324444453787454
26.977437999998074,40.00656499999968,13.029127000001608,core 5 cpu_idle,0.19371706023602392
40.00656499999968,40.03787999999986,0.03131500000017695,core 5 cpu_frequency,0.012318218712069605
40.03787999999986,51.02415599999949,10.986275999999634,core 5 cpu_idle,0.16334395156799458
51.02415599999949,51.13016900000002,0.10601300000053016,core 5 cpu_frequency,0.04170178254260854
51.13016900000002,56.41449099999954,5.28432199999952,core 5 cpu_idle,0.07856729949599286
56.41449099999954,56.97744199999943,0.5629509999998845,core 5 cpu_frequency,0.22144510752475455
56.97744199999943,61.13796100000036,4.1605190000009316,core 5 cpu_idle,0.061858596492013855
61.13796100000036,61.305389999997715,0.16742899999735528,core 5 cpu_frequency,0.06586067509815965
61.305389999997715,61.43595899999855,0.1305690000008326,core 5 cpu_idle,0.0019412998920123792
61.43595899999855,61.53349800000069,0.09753900000214344,core 5 cpu_frequency,0.038368409228043146
61.53349800000069,61.64992100000018,0.11642299999948591,core 5 cpu_idle,0.0017309771639923567
61.64992100000018,61.844601000000694,0.19468000000051688,core 5 cpu_frequency,0.07658025926420331
61.844601000000694,71.26399999999921,9.41939899999852,core 5 cpu_idle,0.140047624331978
0.0,8.037850999997318,8.037850999997318,core 6 cpu_idle start,0.11950676866796013
8.037850999997318,71.19917899999928,63.16132800000196,core 6 cpu_idle,0.9390826247040291
71.19917899999928,71.20452499999737,0.005345999998098705,core 6 cpu_frequency,0.002102928220052097
71.20452499999737,71.26399999999921,0.05947500000183936,core 6 cpu_idle,0.0008842743000273477
0.0,8.95379099999991,8.95379099999991,core 7 cpu_idle start,0.13312496458799866
8.95379099999991,71.19918599999801,62.2453949999981,core 7 cpu_idle,0.9254645328599718
71.19918599999801,71.21322599999985,0.01404000000184169,core 7 cpu_frequency,0.005522841792724455
71.21322599999985,71.26399999999921,0.050773999999364605,core 7 cpu_idle,0.000754907831990553
